17/09/2015,Time: 1300 HRSKONKAN-GOA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING NEXT 24 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES WITH EXTREMLY HEAVY AT ISOLATED PLACES IN DISTRICTS OF NORTH KONKAN DURING NEXT 48 HOURSCOMMENCING FROM THE MORNING OF 18/09/2015.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES IN THE DISTRICTS OF SOUTH KONKAN-GOA DURING NEXT 48 HRS COMMENCING FROM THE MORNING OF 18/09/2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING NEXT 24 HOURS COMMENCING FROM THE MORNING OF 20/09/2015.MADHYA MAHARASHTRA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 24 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 48 HOURS COMMENCING FROM THE MORNING OF 18/09/2015.MARATHWADA:HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MARATHWADA DURING 48 HOURS.VIDARBHA:HEAVY TO VERY RAINFALL WOULD OCCUR AT A FEW PLACES IN DISTRICTS OF VIDARBHA DURING NEXT 24 HOURS.HEAVY TO VERY HEAVY RAINFALL AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING 24 HOURS COMMENCING FROM THE MORNING OF 18/09/2015.
18/09/2015,Time: 1300 HRSKONKAN-GOA:HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES WITH EXTREMLY HEAVY AT ISOLATED PLACES IN DISTR,RICTS OF KONKAN-GOA DURING NEXT 48 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING NEXT 24 HOURS COMMENCING FROM THE MORNING OF 20/09/2015.MADHYA MAHARASHTRA:HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 24 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 24 HOURS COMMENCING FROM THE MORNING OF 19/09/2015.MARATHWADA:HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MARATHWADA DURING 24 HOURS.VIDARBHA:HEAVY TO VERY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER  VIDARBHA DURING NEXT 24 HOURS.
19/09/2015,Time: 1300 HRSKONKAN-GOA:HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES  IN DISTR,RICTS OF NORTH KONKAN DURING NEXT 24 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF NORTH KONKAN DURING 24 HOURS COMMENCING FROM THE MORNING OF 20/09/2015.MADHYA MAHARASHTRA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF NORTH MADHYA MAHARASHTRA DURING NEXT 24 HOURS.MARATHWADA:  NILVIDARBHA: NIL
20/09/2015,Time: 1300 HRSKONKAN-GOA:HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES  IN DISTR,RICTS OF NORTH KONKAN DURING NEXT 24 HOURS. MADHYA MAHARASHTRA:NILMARATHWADA:NILVIDARBHA:NIL
21/09/2015,Time: 1300 HRSKONKAN-GOA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES  IN DISTR,RICTS OF NORTH KONKAN DURING NEXT 24 HOURS. MADHYA MAHARASHTRA:NILMARATHWADA:NILVIDARBHA:NIL
21/09/2015,Time: 2100 HRSKONKAN-GOA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES  IN DISTR,RICTS OF NORTH KONKAN DURING NEXT 12 HOURS. MADHYA MAHARASHTRA: NILMARATHWADA: NILVIDARBHA:NIL
22/9/2015, Time: 13:00 HRS IST, NIL Warning  
23/9/2015, Time: 13:00 HRS IST, NIL Warning  
24/9/2015, Time: 13:00 HRS IST, NIL Warning  
25/9/2015, Time: 13:00 HRS IST, NIL Warning  
26/9/2015, Time: 13:00 HRS IST, NIL Warning  
27/9/2015, Time: 13:00 HRS IST, NIL Warning  
28/9/2015, Time: 13:00 HRS IST, NIL Warning  
29/9/2015, Time: 13:00 HRS IST, NIL Warning  
30/9/2015, Time: 13:00 HRS IST, NIL Warning  
1/10/2015, Time: 13:00 HRS IST, NIL Warning  
02/10/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICT OF SOUTH KONKAN-GOA AND SOUTH MADHYA MAHARASHTRA DURING NEXT 48 HOURS.
03/10/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICT OF SOUTH KONKAN-GOA AND SOUTH MADHYA MAHARASHTRA DURING NEXT 24 HOURS.
03/10/2015,Time: 2100 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICT OF KONKAN-GOA AND SOUTH MADHYA MAHARASHTRA DURING NEXT 12 HOURS.
4/10/2015, Time: 13:00 HRS IST, NIL Warning  
5/10/2015, Time: 13:00 HRS IST, NIL Warning  
6/10/2015, Time: 13:00 HRS IST, NIL Warning  
7/10/2015, Time: 13:00 HRS IST, NIL Warning  
8/10/2015, Time: 13:00 HRS IST, NIL Warning
09/10/2015, Time:  1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 48 HOURS FROM THE MORNING OF 10TH OCTOBER 2015  
10/10/2015, Time: 13:00 HRS IST, NIL Warning  
11/10/2015, Time: 13:00 HRS IST, NIL Warning  
12/10/2015, Time: 13:00 HRS IST, NIL Warning  
13/10/2015, Time: 13:00 HRS IST, NIL Warning  
14/10/2015, Time: 13:00 HRS IST, NIL Warning  
15/10/2015, Time: 13:00 HRS IST, NIL Warning  
16/10/2015, Time: 13:00 HRS IST, NIL Warning  
17/10/2015, Time: 13:00 HRS IST, NIL Warning  
18/10/2015, Time: 13:00 HRS IST, NIL Warning  
19/10/2015, Time: 13:00 HRS IST, NIL Warning  
20/10/2015, Time: 13:00 HRS IST, NIL Warning  
21/10/2015, Time: 13:00 HRS IST, NIL Warning  
22/10/2015, Time: 13:00 HRS IST, NIL Warning  
23/10/2015, Time: 13:00 HRS IST, NIL Warning  
24/10/2015, Time: 13:00 HRS IST, NIL Warning  
25/10/2015, Time: 13:00 HRS IST, NIL Warning  
26/10/2015, Time: 13:00 HRS IST, NIL Warning  
27/10/2015, Time: 13:00 HRS IST, NIL Warning  
28/10/2015, Time: 13:00 HRS IST, NIL Warning  
29/10/2015, Time: 13:00 HRS IST, NIL Warning  
29/10/2015, Time: 13:00 HRS IST, NIL Warning  
30/10/2015, Time: 13:00 HRS IST, NIL Warning  
31/10/2015, Time: 13:00 HRS IST, NIL Warning
1/11/2015, Time: 13:00 HRS IST, NIL Warning  
2/11/2015, Time: 13:00 HRS IST, NIL Warning  
3/11/2015, Time: 13:00 HRS IST, NIL Warning  
4/11/2015, Time: 13:00 HRS IST, NIL Warning  
5/11/2015, Time: 13:00 HRS IST, NIL Warning  
6/11/2015, Time: 13:00 HRS IST, NIL Warning  
7/11/2015, Time: 13:00 HRS IST, NIL Warning  
8/11/2015, Time: 13:00 HRS IST, NIL Warning  
9/11/2015, Time: 13:00 HRS IST, NIL Warning  
10/11/2015, Time: 13:00 HRS IST, NIL Warning  
11/11/2015, Time: 13:00 HRS IST, NIL Warning  
12/11/2015, Time: 13:00 HRS IST, NIL Warning  
13/11/2015, Time: 13:00 HRS IST, NIL Warning  
14/11/2015, Time: 13:00 HRS IST, NIL Warning  
15/11/2015, Time: 13:00 HRS IST, NIL Warning  
16/11/2015, Time: 13:00 HRS IST, NIL Warning  
17/11/2015, Time: 13:00 HRS IST, NIL Warning  
18/11/2015, Time: 13:00 HRS IST, NIL Warning  
19/11/2015, Time: 13:00 HRS IST, NIL Warning  
21/11/2015, Time: 13:00 HRS IST, NIL Warning  
22/11/2015, Time: 13:00 HRS IST, NIL Warning  
23/11/2015, Time: 13:00 HRS IST, NIL Warning  
24/11/2015, Time: 13:00 HRS IST, NIL Warning  
25/11/2015, Time: 13:00 HRS IST, NIL Warning  
26/11/2015, Time: 13:00 HRS IST, NIL Warning  
27/11/2015, Time: 13:00 HRS IST, NIL Warning  
28/11/2015, Time: 13:00 HRS IST, NIL Warning  
29/11/2015, Time: 13:00 HRS IST, NIL Warning  
30/11/2015, Time: 13:00 HRS IST, NIL Warning  
1/12/2015, Time: 13:00 HRS IST, NIL Warning  
2/12/2015, Time: 13:00 HRS IST, NIL Warning  
3/12/2015, Time: 13:00 HRS IST, NIL Warning  
4/12/2015, Time: 13:00 HRS IST, NIL Warning  
5/12/2015, Time: 13:00 HRS IST, NIL Warning  
6/12/2015, Time: 13:00 HRS IST, NIL Warning  
7/12/2015, Time: 13:00 HRS IST, NIL Warning  
8/12/2015, Time: 13:00 HRS IST, NIL Warning  
9/12/2015, Time: 13:00 HRS IST, NIL Warning  
10/12/2015, Time: 13:00 HRS IST, NIL Warning  
11/12/2015, Time: 13:00 HRS IST, NIL Warning  
12/12/2015, Time: 13:00 HRS IST, NIL Warning  
13/12/2015, Time: 13:00 HRS IST, NIL Warning  
14/12/2015, Time: 13:00 HRS IST, NIL Warning  
15/12/2015, Time: 13:00 HRS IST, NIL Warning  
16/12/2015, Time: 13:00 HRS IST, NIL Warning  
17/12/2015, Time: 13:00 HRS IST, NIL Warning  
18/12/2015, Time: 13:00 HRS IST, NIL Warning  
19/12/2015, Time: 13:00 HRS IST, NIL Warning  
20/12/2015, Time: 13:00 HRS IST, NIL Warning  
21/12/2015, Time: 13:00 HRS IST, NIL Warning  
22/12/2015, Time: 13:00 HRS IST, NIL Warning  
23/12/2015, Time: 13:00 HRS IST, NIL Warning  
24/12/2015, Time: 13:00 HRS IST, NIL Warning  
25/12/2015, Time: 13:00 HRS IST, NIL Warning  
26/12/2015, Time: 13:00 HRS IST, NIL Warning  
27/12/2015, Time: 13:00 HRS IST, NIL Warning  
28/12/2015, Time: 13:00 HRS IST, NIL Warning  
29/12/2015, Time: 13:00 HRS IST, NIL Warning  
30/12/2015, Time: 13:00 HRS IST, NIL Warning  
31/12/2015, Time: 13:00 HRS IST, NIL Warning  
